date,firm,order_id,direction,size,sub_price,t_submit,t_terminal,term_type,hold_s,filled,mid_at_sub,price_to_mid_bps,mtm_pnl_at_deletion_usd,pnl_0.001s,pnl_0.01s,pnl_0.05s,pnl_0.1s,pnl_0.25s,pnl_0.5s,pnl_1s,pnl_2s,pnl_5s,pnl_10s,pnl_30s,pnl_60s,pnl_300s,pnl_1800s,pnl_EOD,nearest_event,nearest_event_dt_s,firm_name,firm_type,known_strategies,strategy_class,annotation_conf
2025-10-01,UBSS,50808853,ask,100,1110.0,34200.579778,35100.150221,delete,899.570444,False,922.55,2031.87,19402.0,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,50822025,bid,100,737.09,34200.598321,35100.150194,delete,899.551873,False,922.55,-2010.3,17889.0,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,44848357,ask,1,924.0,34200.947313,34230.2212,delete,29.273887,False,922.05,21.15,2.53,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30990533,ask,3,924.5,34200.947313,34230.221346,delete,29.274033,False,922.05,26.57,9.09,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,42455757,bid,1,922.0,34200.947313,34202.863859,vis_exec,1.916546,True,922.05,-0.54,0.0,1.01,0.42,0.28,0.28,0.28,0.28,0.99,-0.7,-0.91,-0.16,-0.51,-1.36,-4.61,-9.59,-4.865,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100225,bid,2,921.65,34200.947313,34202.864503,vis_exec,1.91719,True,922.05,-4.34,0.0,2.72,1.54,1.26,1.26,1.26,1.26,2.68,-0.7,-1.12,0.38,-0.32,-2.02,-8.52,-18.48,-9.03,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,34863641,ask,2,924.62,34200.947313,34230.221414,delete,29.274101,False,922.05,27.87,6.3,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,39785937,ask,4,926.66,34203.501061,34230.221511,delete,26.72045,False,921.3,58.18,20.76,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100121,ask,4,927.9,34207.036603,34230.221575,delete,23.184972,False,920.6,79.3,25.72,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100233,bid,3,920.0,34207.036603,34230.164404,delete,23.127802,False,920.6,-6.52,4.41,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,34863237,bid,1,920.0,34210.047406,34230.164466,delete,20.11706,False,921.51,-16.39,1.47,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100133,ask,1,931.0,34212.615991,34230.221593,delete,17.605602,False,921.79,99.91,9.53,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100241,bid,1,918.5,34212.615991,34230.164523,delete,17.548533,False,921.79,-35.69,2.97,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100141,ask,3,932.0,34212.615991,34230.221709,delete,17.605718,False,921.79,110.76,31.59,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,34863317,bid,20,918.0,34212.615991,34230.164555,delete,17.548564,False,921.79,-41.12,69.4,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,31341225,bid,1,917.67,34214.867942,34230.164676,delete,15.296734,False,921.83,-45.13,3.8,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100249,bid,1,917.0,34214.867942,34230.164736,delete,15.296794,False,921.83,-52.4,4.47,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,34863377,bid,20,915.98,34218.462396,34230.164819,delete,11.702423,False,921.62,-61.2,109.8,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,34863157,bid,1,915.88,34218.462396,34230.164908,delete,11.702512,False,921.62,-62.28,5.59,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,31007001,bid,1,915.63,34218.462396,34230.165001,delete,11.702605,False,921.62,-64.99,5.84,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100153,ask,15,935.0,34218.462396,34230.221774,delete,11.759378,False,921.62,145.18,202.95,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100157,ask,6,935.0,34218.462396,34230.221821,delete,11.759425,False,921.62,145.18,81.18,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100161,ask,3,935.0,34218.462396,34230.221908,delete,11.759512,False,921.62,145.18,40.59,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,31341241,bid,3,915.55,34219.88236,34230.165159,delete,10.282799,False,921.44,-63.92,17.76,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,40779289,bid,5,915.33,34219.88236,34230.165282,delete,10.282922,False,921.44,-66.31,30.7,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,34863525,ask,10,936.45,34221.113379,34230.221976,delete,9.108596,False,921.44,162.9,149.8,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,38011853,bid,1,915.03,34221.113379,34230.16532,delete,9.051941,False,921.44,-69.57,6.44,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100257,bid,2,915.0,34222.184535,34230.16537,delete,7.980836,False,921.21,-67.41,12.94,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100265,bid,1,915.0,34222.184535,34230.165471,delete,7.980936,False,921.21,-67.41,6.47,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100201,ask,9,938.0,34222.184535,34230.22205,delete,8.037515,False,921.21,182.26,148.77,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100269,bid,1,915.0,34222.184535,34230.165522,delete,7.980987,False,921.21,-67.41,6.47,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100273,bid,2,915.0,34222.184535,34230.16564,delete,7.981105,False,921.21,-67.41,12.94,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,32392593,bid,4,915.0,34222.184535,34230.165697,delete,7.981162,False,921.21,-67.41,25.88,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100285,bid,1,914.0,34223.112,34230.165799,delete,7.053799,False,921.21,-78.27,7.47,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100289,bid,10,914.0,34223.112,34230.165902,delete,7.053903,False,921.21,-78.27,74.7,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100317,bid,2,913.68,34223.112,34230.165934,delete,7.053934,False,921.21,-81.74,15.58,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100325,bid,1,913.5,34223.112,34230.166003,delete,7.054004,False,921.21,-83.69,7.97,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100213,ask,15,940.0,34223.112,34230.222209,delete,7.11021,False,921.21,203.97,277.95,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,34863685,ask,5,940.0,34223.92771,34230.222262,delete,6.294553,False,921.49,200.87,92.65,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100221,ask,6,941.0,34223.92771,34230.222407,delete,6.294697,False,921.49,211.72,117.18,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100333,bid,1,913.0,34223.92771,34230.166035,delete,6.238325,False,921.49,-92.13,8.47,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,34863309,bid,5,913.0,34223.92771,34230.166132,delete,6.238422,False,921.49,-92.13,42.35,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100341,bid,1,912.75,34223.92771,34230.166198,delete,6.238488,False,921.49,-94.85,8.72,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100345,bid,1,912.75,34223.92771,34230.166274,delete,6.238564,False,921.49,-94.85,8.72,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100229,ask,254,941.98,34224.671238,34230.222446,delete,5.551209,False,921.49,222.36,5209.54,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,31341233,bid,5,912.0,34224.671238,34230.166328,delete,5.49509,False,921.49,-102.99,47.35,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100237,ask,2,943.5,34224.671238,34230.222501,delete,5.551264,False,921.49,238.85,44.06,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100353,bid,4,911.0,34225.351084,34230.166412,delete,4.815328,False,921.49,-113.84,41.88,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,31341249,bid,5,910.1,34225.983246,34230.166453,delete,4.183208,False,921.49,-123.6,56.85,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,34863289,bid,1,910.04,34225.983246,34230.166533,delete,4.183287,False,921.49,-124.26,11.43,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100245,ask,5,945.0,34225.983246,34230.222607,delete,4.239361,False,921.49,255.13,117.65,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100253,ask,5,945.58,34226.568095,34230.222669,delete,3.654575,False,921.49,261.42,120.55,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100361,bid,50,910.0,34227.119539,34230.166614,delete,3.047075,False,921.49,-124.69,573.5,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100365,bid,2,910.0,34227.119539,34230.166669,delete,3.047129,False,921.49,-124.69,22.94,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100369,bid,20,910.0,34227.119539,34230.166726,delete,3.047187,False,921.49,-124.69,229.4,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100377,bid,2,910.0,34227.119539,34230.166795,delete,3.047256,False,921.49,-124.69,22.94,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100381,bid,2,910.0,34227.119539,34230.166866,delete,3.047327,False,921.49,-124.69,22.94,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30686285,bid,15,910.0,34227.119539,34230.166917,delete,3.047378,False,921.49,-124.69,172.05,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30929341,bid,3,910.0,34227.119539,34230.167005,delete,3.047466,False,921.49,-124.69,34.41,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100277,ask,7,949.0,34227.635595,34230.222701,delete,2.587105,False,921.49,298.54,192.71,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100281,ask,20,949.0,34227.635595,34230.222847,delete,2.587251,False,921.49,298.54,550.6,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,34863193,bid,5,910.0,34227.635595,34230.16709,delete,2.531495,False,921.49,-124.69,57.35,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,34863465,bid,1,910.0,34227.635595,34230.167157,delete,2.531561,False,921.49,-124.69,11.47,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100389,bid,6,909.97,34227.635595,34230.167238,delete,2.531643,False,921.49,-125.01,69.0,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100409,bid,3,908.5,34228.586434,34230.167311,delete,1.580876,False,921.34,-139.36,38.91,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100293,ask,1,950.0,34228.586434,34230.222888,delete,1.636454,False,921.34,311.07,28.53,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100297,ask,55,950.0,34228.586434,34230.222953,delete,1.636519,False,921.34,311.07,1569.15,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100301,ask,65,950.0,34228.586434,34230.223031,delete,1.636597,False,921.34,311.07,1854.45,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100305,ask,34,950.0,34228.586434,34230.22314,delete,1.636705,False,921.34,311.07,970.02,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100309,ask,5,950.0,34228.586434,34230.223189,delete,1.636755,False,921.34,311.07,142.65,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100313,ask,2,950.0,34228.586434,34230.22325,delete,1.636816,False,921.34,311.07,57.06,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,31341717,ask,4,950.0,34228.586434,34230.223302,delete,1.636868,False,921.34,311.07,114.12,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100321,ask,25,951.0,34228.586434,34230.234366,delete,1.647931,False,921.34,321.92,738.25,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100425,bid,50,908.0,34229.029276,34230.167363,delete,1.138087,False,921.47,-146.18,673.5,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100429,bid,1,908.0,34229.029276,34230.167481,delete,1.138205,False,921.47,-146.18,13.47,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100433,bid,1,908.0,34229.029276,34230.167535,delete,1.138259,False,921.47,-146.18,13.47,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,31341305,bid,10,908.0,34229.029276,34230.167617,delete,1.138341,False,921.47,-146.18,134.7,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100329,ask,1,952.0,34229.029276,34230.234474,delete,1.205197,False,921.47,331.32,30.53,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100441,bid,2,907.52,34229.029276,34230.167764,delete,1.138488,False,921.47,-151.39,27.9,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,30100337,ask,1,952.7,34229.440674,34230.234522,delete,0.793848,False,921.47,338.91,31.23,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,34863661,ask,5,953.5,34229.83039,34230.234586,delete,0.404196,False,921.47,347.6,160.15,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,100354697,ask,100,990.16,35100.150221,37630.231145,delete,2530.080924,False,915.98,809.84,7646.0,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969273,bid,1,915.88,56782.028843,57482.225862,delete,700.197019,False,916.68,-8.73,1.71,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969293,bid,1,916.5,56782.029169,56787.193162,vis_exec,5.163993,True,916.68,-1.96,0.0,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.065,-0.05,0.08,0.545,0.5,0.635,0.635,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969301,bid,1,915.0,56782.029213,57482.506969,delete,700.477756,False,916.68,-18.33,2.59,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969309,bid,1,913.12,56782.029233,57450.087324,delete,668.058092,False,916.68,-38.84,4.52,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969313,bid,1,915.0,56782.029276,57481.221674,delete,699.192399,False,916.68,-18.33,2.59,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969333,bid,3,914.0,56782.029543,57482.724996,delete,700.695452,False,916.68,-29.24,10.77,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969345,bid,3,913.0,56782.029608,57482.917983,delete,700.888375,False,916.68,-40.14,13.77,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969349,bid,1,912.1,56782.029621,57483.212445,delete,701.182823,False,916.68,-49.96,5.52,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969361,bid,30,914.0,56782.029791,57093.218631,delete,311.18884,False,916.68,-29.24,90.75,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969365,bid,10,913.06,56782.029804,57481.118345,delete,699.08854,False,916.68,-39.49,45.3,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969377,bid,20,912.01,56782.029986,57483.19127,delete,701.161284,False,916.68,-50.94,112.2,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969381,bid,2,912.0,56782.030001,57483.275371,delete,701.24537,False,916.68,-51.05,11.24,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969405,bid,3,912.0,56782.030237,57483.324313,delete,701.294075,False,916.68,-51.05,16.86,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969449,bid,6,911.8,56782.031088,57483.387579,delete,701.356491,False,916.68,-53.24,34.92,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969453,bid,2,911.51,56782.031101,57483.777185,delete,701.746084,False,916.68,-56.4,12.22,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969489,bid,3,911.66,56782.031447,57483.425725,delete,701.394278,False,916.68,-54.76,17.88,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969509,bid,5,911.01,56782.031644,57450.123693,delete,668.092049,False,916.68,-61.85,33.075,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969517,bid,1,911.5,56782.031812,57482.750396,delete,700.718584,False,916.68,-56.51,6.09,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969521,bid,2,911.1,56782.031837,57483.427495,delete,701.395659,False,916.68,-60.87,13.04,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969537,bid,1,911.0,56782.031921,57486.866714,delete,704.834793,False,916.68,-61.96,6.565,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969541,bid,25,911.0,56782.032011,57486.391928,delete,704.359917,False,916.68,-61.96,164.5,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969633,bid,1,911.0,56782.033752,57485.201969,delete,703.168217,False,916.68,-61.96,6.57,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969649,bid,30,911.0,56782.034034,57484.981834,delete,702.9478,False,916.68,-61.96,197.1,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969653,bid,1,911.0,56782.03405,57484.513367,delete,702.479317,False,916.68,-61.96,6.57,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969697,bid,10,911.0,56782.03437,57483.103693,delete,701.069322,False,916.68,-61.96,66.2,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969745,bid,4,911.0,56782.034565,57481.534542,delete,699.499977,False,916.68,-61.96,26.36,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969757,bid,10,911.0,56782.034661,57481.395745,delete,699.361084,False,916.68,-61.96,65.9,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969905,ask,10,918.6,56782.038498,57360.317343,delete,578.278845,False,916.68,20.95,9.3,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969913,ask,2,918.86,56782.038717,57196.900534,delete,414.861817,False,916.68,23.78,3.82,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969921,ask,65,919.33,56782.038732,57084.2181,delete,302.179368,False,916.68,28.91,151.45,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969933,ask,1,919.53,56782.038806,57485.717134,delete,703.678329,False,916.68,31.09,1.95,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969949,ask,1,920.0,56782.039131,57484.402832,delete,702.363701,False,916.68,36.22,2.43,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969957,ask,25,920.5,56782.039146,57565.075011,delete,783.035865,False,916.68,41.67,77.625,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687969997,ask,5,926.0,56782.039806,57362.956281,delete,580.916474,False,916.68,101.67,41.35,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970029,ask,10,928.0,56782.040334,57484.119051,delete,702.078717,False,916.68,123.49,104.3,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970033,ask,10,929.09,56782.040429,57485.203603,delete,703.163174,False,916.68,135.38,115.2,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970329,ask,3,933.82,56782.044915,57482.14559,delete,700.100675,False,916.68,186.98,48.69,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970605,bid,1,910.98,56782.046858,57487.650202,delete,705.603344,False,916.68,-62.18,6.52,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970617,bid,10,910.5,56782.046989,57484.83963,delete,702.792641,False,916.68,-67.42,70.7,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970705,bid,10,910.0,56782.048144,57487.468366,delete,705.420223,False,916.68,-72.87,75.0,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970713,bid,1,910.0,56782.048259,57486.806631,delete,704.758372,False,916.68,-72.87,7.565,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970725,bid,25,910.0,56782.048476,57486.68746,delete,704.638984,False,916.68,-72.87,189.5,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970729,bid,1,910.0,56782.048676,57486.462343,delete,704.413667,False,916.68,-72.87,7.58,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970733,bid,20,910.0,56782.048691,57486.4291,delete,704.380409,False,916.68,-72.87,151.6,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970741,bid,1,910.0,56782.048831,57486.419114,delete,704.370282,False,916.68,-72.87,7.58,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970745,bid,1,910.0,56782.048918,57486.342146,delete,704.293228,False,916.68,-72.87,7.58,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970765,bid,50,910.0,56782.04923,57486.184817,delete,704.135587,False,916.68,-72.87,379.0,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970769,bid,4,910.0,56782.049329,57485.878304,delete,703.828975,False,916.68,-72.87,30.32,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970773,bid,1,910.0,56782.049404,57485.767801,delete,703.718397,False,916.68,-72.87,7.58,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970785,bid,5,910.0,56782.049532,57485.50003,delete,703.450499,False,916.68,-72.87,37.85,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970793,bid,2,910.0,56782.049717,57485.38617,delete,703.336453,False,916.68,-72.87,15.14,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970809,bid,2,910.0,56782.049985,57362.421866,delete,580.371881,False,916.68,-72.87,15.46,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687970817,bid,1,910.0,56782.050069,57484.552469,delete,702.5024,False,916.68,-72.87,7.57,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687971065,bid,5,910.0,56782.053461,57484.509634,delete,702.456173,False,916.68,-72.87,37.85,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
2025-10-01,UBSS,687971081,bid,1,910.0,56782.053552,57484.281615,delete,702.228062,False,916.68,-72.87,7.57,,,,,,,,,,,,,,,,,,"UBS Securities, LLC",unknown,[],?,?
