date,firm,minute_bin,n_orders,total_size
2025-10-02,WBPX,667,36,3600
2025-10-02,WBPX,668,84,8400
2025-10-02,WBPX,669,56,5600
2025-10-02,WBPX,670,40,4000
2025-10-02,WBPX,671,100,10000
2025-10-02,WBPX,672,68,6800
2025-10-02,WBPX,673,112,11200
2025-10-02,WBPX,674,16,1600
2025-10-02,WBPX,675,48,4800
2025-10-02,WBPX,676,176,17600
2025-10-02,WBPX,677,44,4400
2025-10-02,WBPX,678,116,11600
2025-10-02,WBPX,679,120,12000
2025-10-02,WBPX,680,64,6400
2025-10-02,WBPX,681,88,8800
2025-10-02,WBPX,682,100,10000
2025-10-02,WBPX,683,104,10400
2025-10-02,WBPX,684,160,16000
2025-10-02,WBPX,685,212,21200
2025-10-02,WBPX,686,220,22000
2025-10-02,WBPX,687,136,13600
2025-10-02,WBPX,688,136,13600
2025-10-02,WBPX,689,132,13200
2025-10-02,WBPX,690,144,14400
2025-10-02,WBPX,691,104,10400
2025-10-02,WBPX,692,144,14400
2025-10-02,WBPX,693,120,12000
2025-10-02,WBPX,695,184,18400
2025-10-02,WBPX,696,68,6800
2025-10-02,WBPX,697,128,12800
2025-10-02,WBPX,698,12,1200
2025-10-02,WBPX,699,60,6000
2025-10-02,WBPX,700,164,16400
2025-10-02,WBPX,701,92,9200
2025-10-02,WBPX,702,72,7200
2025-10-02,WBPX,703,88,8800
2025-10-02,WBPX,704,56,5600
2025-10-02,WBPX,705,40,4000
2025-10-02,WBPX,706,72,7200
2025-10-02,WBPX,707,108,10800
2025-10-02,WBPX,708,28,2800
2025-10-02,WBPX,709,44,4400
2025-10-02,WBPX,710,16,1600
2025-10-02,WBPX,711,264,26400
2025-10-02,WBPX,712,112,11200
2025-10-02,WBPX,713,112,11200
2025-10-02,WBPX,714,92,9200
2025-10-02,WBPX,715,72,7200
2025-10-02,WBPX,716,92,9200
2025-10-02,WBPX,717,188,18800
2025-10-02,WBPX,718,104,10400
2025-10-02,WBPX,719,12,1200
2025-10-02,WBPX,720,20,2000
2025-10-02,WBPX,721,88,8800
2025-10-02,WBPX,722,16,1600
2025-10-02,WBPX,723,160,16000
2025-10-02,WBPX,724,20,2000
2025-10-02,WBPX,725,96,9600
2025-10-02,WBPX,726,152,15200
2025-10-02,WBPX,727,92,9200
2025-10-02,WBPX,728,180,18000
2025-10-02,WBPX,729,4,400
2025-10-02,WBPX,730,312,31200
2025-10-02,WBPX,731,176,17600
2025-10-02,WBPX,732,244,24400
2025-10-02,WBPX,733,196,19600
2025-10-02,WBPX,734,76,7600
2025-10-02,WBPX,735,28,2800
2025-10-02,WBPX,736,36,3600
2025-10-02,WBPX,737,80,8000
2025-10-02,WBPX,738,104,10400
2025-10-02,WBPX,739,120,12000
2025-10-02,WBPX,740,136,13600
2025-10-02,WBPX,741,188,18800
2025-10-02,WBPX,742,164,16400
2025-10-02,WBPX,743,72,7200
2025-10-02,WBPX,744,112,11200
2025-10-02,WBPX,745,56,5600
2025-10-02,WBPX,746,44,4400
2025-10-02,WBPX,747,76,7600
2025-10-02,WBPX,748,8,800
2025-10-02,WBPX,749,3902,390200
2025-10-02,WBPX,750,44,4400
2025-10-02,WBPX,751,44,4400
2025-10-02,WBPX,752,56,5600
2025-10-02,WBPX,753,24,2400
2025-10-02,WBPX,754,36,3600
2025-10-02,WBPX,755,68,6800
2025-10-02,WBPX,756,32,3200
2025-10-02,WBPX,757,76,7600
2025-10-02,WBPX,758,28,2800
2025-10-02,WBPX,759,26,2600
2025-10-02,WBPX,760,60,6000
2025-10-02,WBPX,761,48,4800
2025-10-02,WBPX,762,36,3600
2025-10-02,WBPX,763,24,2400
2025-10-02,WBPX,764,116,11600
2025-10-02,WBPX,765,44,4400
2025-10-02,WBPX,766,140,14000
2025-10-02,WBPX,767,56,5600
2025-10-02,WBPX,768,52,5200
2025-10-02,WBPX,769,24,2400
2025-10-02,WBPX,770,28,2800
2025-10-02,WBPX,772,56,5600
2025-10-02,WBPX,774,100,10000
2025-10-02,WBPX,775,36,3600
2025-10-02,WBPX,776,40,4000
2025-10-02,WBPX,777,16,1600
2025-10-02,WBPX,778,52,5200
2025-10-02,WBPX,779,88,8800
2025-10-02,WBPX,780,12,1200
2025-10-02,WBPX,781,68,6800
2025-10-02,WBPX,782,112,11200
2025-10-02,WBPX,783,20,2000
2025-10-02,WBPX,784,48,4800
2025-10-02,WBPX,785,12,1200
2025-10-02,WBPX,786,24,2400
2025-10-02,WBPX,787,4,400
2025-10-02,WBPX,788,40,4000
2025-10-02,WBPX,789,52,5200
2025-10-02,WBPX,790,40,4000
2025-10-02,WBPX,791,108,10800
2025-10-02,WBPX,792,72,7200
2025-10-02,WBPX,794,16,1600
2025-10-02,WBPX,795,108,10800
2025-10-02,WBPX,796,12,1200
2025-10-02,WBPX,797,24,2400
2025-10-02,WBPX,798,20,2000
2025-10-02,WBPX,799,36,3600
2025-10-02,WBPX,800,32,3200
2025-10-02,WBPX,801,120,12000
2025-10-02,WBPX,802,56,5600
2025-10-02,WBPX,803,116,11600
2025-10-02,WBPX,804,8,800
2025-10-02,WBPX,805,40,4000
2025-10-02,WBPX,806,16,1600
2025-10-02,WBPX,807,100,10000
2025-10-02,WBPX,808,72,7200
2025-10-02,WBPX,809,40,4000
2025-10-02,WBPX,810,8,800
2025-10-02,WBPX,811,96,9600
2025-10-02,WBPX,812,24,2400
2025-10-02,WBPX,813,12,1200
2025-10-02,WBPX,814,60,6000
2025-10-02,WBPX,815,16,1600
2025-10-02,WBPX,816,44,4400
2025-10-02,WBPX,817,16,1600
2025-10-02,WBPX,818,16,1600
2025-10-02,WBPX,819,8,800
2025-10-02,WBPX,820,16,1600
2025-10-02,WBPX,821,52,5200
2025-10-02,WBPX,822,120,12000
2025-10-02,WBPX,823,48,4800
2025-10-02,WBPX,824,52,5200
2025-10-02,WBPX,825,44,4400
2025-10-02,WBPX,826,16,1600
2025-10-02,WBPX,827,20,2000
2025-10-02,WBPX,828,64,6400
2025-10-02,WBPX,829,4000,400000
2025-10-02,WBPX,830,56,5600
2025-10-02,WBPX,831,24,2400
2025-10-02,WBPX,832,12,1200
2025-10-02,WBPX,833,44,4400
2025-10-02,WBPX,834,80,8000
2025-10-02,WBPX,835,8,800
2025-10-02,WBPX,836,24,2400
2025-10-02,WBPX,837,24,2400
2025-10-02,WBPX,839,8,800
2025-10-02,WBPX,840,16,1600
2025-10-02,WBPX,841,8,800
2025-10-02,WBPX,842,8,800
2025-10-02,WBPX,843,32,3200
2025-10-02,WBPX,844,60,6000
2025-10-02,WBPX,845,20,2000
2025-10-02,WBPX,846,240,24000
2025-10-02,WBPX,847,56,5600
2025-10-02,WBPX,848,52,5200
2025-10-02,WBPX,849,68,6800
2025-10-02,WBPX,850,44,4400
2025-10-02,WBPX,851,88,8800
2025-10-02,WBPX,852,180,18000
2025-10-02,WBPX,853,188,18800
2025-10-02,WBPX,854,28,2800
2025-10-02,WBPX,855,76,7600
2025-10-02,WBPX,856,152,15200
2025-10-02,WBPX,857,32,3200
2025-10-02,WBPX,858,36,3600
2025-10-02,WBPX,859,28,2800
2025-10-02,WBPX,860,24,2400
2025-10-02,WBPX,861,72,7200
2025-10-02,WBPX,862,12,1200
2025-10-02,WBPX,863,32,3200
2025-10-02,WBPX,864,40,4000
2025-10-02,WBPX,866,28,2800
2025-10-02,WBPX,867,160,16000
2025-10-02,WBPX,868,84,8400
2025-10-02,WBPX,869,58,5800
2025-10-02,WBPX,870,40,4000
2025-10-02,WBPX,871,8,800
2025-10-02,WBPX,872,188,18800
2025-10-02,WBPX,873,60,6000
2025-10-02,WBPX,874,76,7600
2025-10-02,WBPX,875,20,2000
2025-10-02,WBPX,876,16,1600
2025-10-02,WBPX,877,24,2400
2025-10-02,WBPX,878,32,3200
2025-10-02,WBPX,879,28,2800
2025-10-02,WBPX,880,356,35600
2025-10-02,WBPX,881,94,9400
2025-10-02,WBPX,882,148,14800
2025-10-02,WBPX,883,52,5200
2025-10-02,WBPX,884,124,12400
2025-10-02,WBPX,885,104,10400
2025-10-02,WBPX,886,52,5200
2025-10-02,WBPX,887,112,11200
2025-10-02,WBPX,888,36,3600
2025-10-02,WBPX,889,52,5200
2025-10-02,WBPX,890,36,3600
2025-10-02,WBPX,891,20,2000
2025-10-02,WBPX,892,20,2000
2025-10-02,WBPX,893,72,7200
2025-10-02,WBPX,894,132,13200
2025-10-02,WBPX,895,44,4400
2025-10-02,WBPX,896,64,6400
2025-10-02,WBPX,897,128,12800
2025-10-02,WBPX,898,116,11600
2025-10-02,WBPX,899,104,10400
2025-10-02,WBPX,900,64,6400
2025-10-02,WBPX,901,64,6400
2025-10-02,WBPX,902,64,6400
2025-10-02,WBPX,903,104,10400
2025-10-02,WBPX,904,40,4000
2025-10-02,WBPX,905,48,4800
2025-10-02,WBPX,906,76,7600
2025-10-02,WBPX,907,108,10800
2025-10-02,WBPX,908,140,14000
2025-10-02,WBPX,909,12,1200
2025-10-02,WBPX,910,24,2400
2025-10-02,WBPX,911,88,8800
2025-10-02,WBPX,912,36,3600
2025-10-02,WBPX,913,20,2000
2025-10-02,WBPX,914,76,7600
2025-10-02,WBPX,915,72,7200
2025-10-02,WBPX,916,124,12400
2025-10-02,WBPX,917,48,4800
2025-10-02,WBPX,918,108,10800
2025-10-02,WBPX,919,54,5400
2025-10-02,WBPX,920,12,1200
2025-10-02,WBPX,921,46,4600
2025-10-02,WBPX,922,32,3200
2025-10-02,WBPX,923,88,8800
2025-10-02,WBPX,924,28,2800
2025-10-02,WBPX,925,68,6800
2025-10-02,WBPX,926,12,1200
2025-10-02,WBPX,927,48,4800
2025-10-02,WBPX,928,124,12400
2025-10-02,WBPX,929,56,5600
2025-10-02,WBPX,930,240,24000
2025-10-02,WBPX,931,120,12000
2025-10-02,WBPX,932,236,23600
2025-10-02,WBPX,933,48,4800
2025-10-02,WBPX,934,20,2000
2025-10-02,WBPX,935,228,22800
2025-10-02,WBPX,936,156,15600
2025-10-02,WBPX,937,24,2400
2025-10-02,WBPX,938,104,10400
2025-10-02,WBPX,939,352,35200
2025-10-02,WBPX,940,188,18800
2025-10-02,WBPX,941,72,7200
2025-10-02,WBPX,942,20,2000
2025-10-02,WBPX,943,72,7200
2025-10-02,WBPX,944,12,1200
2025-10-02,WBPX,945,28,2800
2025-10-02,WBPX,946,76,7600
2025-10-02,WBPX,947,68,6800
2025-10-02,WBPX,948,104,10400
2025-10-02,WBPX,949,28,2800
2025-10-02,WBPX,950,360,36000
2025-10-02,WBPX,951,268,26800
2025-10-02,WBPX,952,172,17200
2025-10-02,WBPX,953,40,4000
2025-10-02,WBPX,954,132,13200
2025-10-02,WBPX,955,260,26000
2025-10-02,WBPX,956,188,18800
2025-10-02,WBPX,957,216,21600
2025-10-02,WBPX,958,318,31800
2025-10-02,WBPX,959,640,64000
2025-10-02,WCHV,570,200,20000
2025-10-02,WCHV,571,170,17000
2025-10-02,WCHV,572,138,13800
2025-10-02,WCHV,573,38,3800
2025-10-02,WCHV,574,48,4800
2025-10-02,WCHV,575,42,4200
2025-10-02,WCHV,576,88,8800
2025-10-02,WCHV,577,14,1400
2025-10-02,WCHV,578,26,2600
2025-10-02,WCHV,579,14,1400
2025-10-02,WCHV,580,50,5000
2025-10-02,WCHV,581,94,9400
2025-10-02,WCHV,582,96,9600
2025-10-02,WCHV,583,78,7800
2025-10-02,WCHV,584,44,4400
2025-10-02,WCHV,585,26,2600
2025-10-02,WCHV,586,88,8800
2025-10-02,WCHV,587,56,5600
2025-10-02,WCHV,588,10,1000
2025-10-02,WCHV,589,46,4600
2025-10-02,WCHV,590,94,9400
2025-10-02,WCHV,591,46,4600
2025-10-02,WCHV,592,142,14200
2025-10-02,WCHV,593,10,1000
2025-10-02,WCHV,594,78,7800
2025-10-02,WCHV,595,34,3400
2025-10-02,WCHV,596,34,3400
2025-10-02,WCHV,597,62,6200
2025-10-02,WCHV,598,36,3600
2025-10-02,WCHV,599,72,7200
2025-10-02,WCHV,600,56,5600
2025-10-02,WCHV,601,50,5000
2025-10-02,WCHV,602,40,4000
2025-10-02,WCHV,603,140,14000
2025-10-02,WCHV,604,42,4200
2025-10-02,WCHV,605,16,1600
2025-10-02,WCHV,606,50,5000
2025-10-02,WCHV,607,34,3400
2025-10-02,WCHV,608,42,4200
2025-10-02,WCHV,609,44,4400
2025-10-02,WCHV,610,138,13800
2025-10-02,WCHV,611,66,6600
2025-10-02,WCHV,612,18,1800
2025-10-02,WCHV,613,60,6000
2025-10-02,WCHV,614,166,16600
2025-10-02,WCHV,615,28,2800
2025-10-02,WCHV,616,72,7200
2025-10-02,WCHV,617,16,1600
2025-10-02,WCHV,618,76,7600
2025-10-02,WCHV,619,88,8800
2025-10-02,WCHV,620,58,5800
2025-10-02,WCHV,621,78,7800
2025-10-02,WCHV,622,48,4800
2025-10-02,WCHV,623,72,7200
2025-10-02,WCHV,624,72,7200
2025-10-02,WCHV,625,22,2200
2025-10-02,WCHV,626,48,4800
2025-10-02,WCHV,627,32,3200
2025-10-02,WCHV,628,54,5400
2025-10-02,WCHV,629,58,5800
2025-10-02,WCHV,630,38,3800
2025-10-02,WCHV,631,8,800
2025-10-02,WCHV,632,20,2000
2025-10-02,WCHV,633,66,6600
2025-10-02,WCHV,634,134,13400
2025-10-02,WCHV,635,82,8200
2025-10-02,WCHV,636,16,1600
2025-10-02,WCHV,638,22,2200
2025-10-02,WCHV,639,22,2200
2025-10-02,WCHV,640,84,8400
2025-10-02,WCHV,641,84,8400
2025-10-02,WCHV,642,30,3000
2025-10-02,WCHV,643,50,5000
2025-10-02,WCHV,644,20,2000
2025-10-02,WCHV,645,54,5400
2025-10-02,WCHV,646,20,2000
2025-10-02,WCHV,647,28,2800
2025-10-02,WCHV,648,26,2600
2025-10-02,WCHV,649,10,1000
2025-10-02,WCHV,650,86,8600
2025-10-02,WCHV,651,40,4000
2025-10-02,WCHV,652,54,5400
2025-10-02,WCHV,653,14,1400
2025-10-02,WCHV,654,26,2600
2025-10-02,WCHV,655,8,800
2025-10-02,WCHV,656,60,6000
2025-10-02,WCHV,657,58,5800
2025-10-02,WCHV,658,82,8200
2025-10-02,WCHV,659,44,4400
2025-10-02,WCHV,660,68,6800
2025-10-02,WCHV,661,32,3200
2025-10-02,WCHV,662,30,3000
2025-10-02,WCHV,663,48,4800
2025-10-02,WCHV,664,72,7200
2025-10-02,WCHV,665,58,5800
2025-10-02,WCHV,666,40,4000
2025-10-02,WCHV,667,18,1800
2025-10-02,WCHV,668,42,4200
2025-10-02,WCHV,669,28,2800
2025-10-02,WCHV,670,20,2000
2025-10-02,WCHV,671,50,5000
2025-10-02,WCHV,672,34,3400
2025-10-02,WCHV,673,56,5600
2025-10-02,WCHV,674,8,800
2025-10-02,WCHV,675,24,2400
2025-10-02,WCHV,676,88,8800
2025-10-02,WCHV,677,22,2200
2025-10-02,WCHV,678,58,5800
2025-10-02,WCHV,679,60,6000
2025-10-02,WCHV,680,32,3200
2025-10-02,WCHV,681,44,4400
2025-10-02,WCHV,682,50,5000
2025-10-02,WCHV,683,52,5200
2025-10-02,WCHV,684,80,8000
2025-10-02,WCHV,685,106,10600
2025-10-02,WCHV,686,110,11000
2025-10-02,WCHV,687,68,6800
2025-10-02,WCHV,688,68,6800
2025-10-02,WCHV,689,66,6600
2025-10-02,WCHV,690,72,7200
2025-10-02,WCHV,691,52,5200
2025-10-02,WCHV,692,72,7200
2025-10-02,WCHV,693,60,6000
2025-10-02,WCHV,695,92,9200
2025-10-02,WCHV,696,34,3400
2025-10-02,WCHV,697,64,6400
2025-10-02,WCHV,698,6,600
2025-10-02,WCHV,699,30,3000
2025-10-02,WCHV,700,82,8200
2025-10-02,WCHV,701,46,4600
2025-10-02,WCHV,702,36,3600
2025-10-02,WCHV,703,44,4400
2025-10-02,WCHV,704,28,2800
2025-10-02,WCHV,705,20,2000
2025-10-02,WCHV,706,36,3600
2025-10-02,WCHV,707,54,5400
2025-10-02,WCHV,708,14,1400
2025-10-02,WCHV,709,22,2200
2025-10-02,WCHV,710,8,800
2025-10-02,WCHV,711,132,13200
2025-10-02,WCHV,712,56,5600
2025-10-02,WCHV,713,56,5600
2025-10-02,WCHV,714,46,4600
2025-10-02,WCHV,715,36,3600
2025-10-02,WCHV,716,46,4600
2025-10-02,WCHV,717,94,9400
2025-10-02,WCHV,718,52,5200
2025-10-02,WCHV,719,6,600
2025-10-02,WCHV,720,10,1000
2025-10-02,WCHV,721,44,4400
2025-10-02,WCHV,722,8,800
2025-10-02,WCHV,723,80,8000
2025-10-02,WCHV,724,10,1000
2025-10-02,WCHV,725,48,4800
2025-10-02,WCHV,726,76,7600
2025-10-02,WCHV,727,46,4600
2025-10-02,WCHV,728,90,9000
2025-10-02,WCHV,729,2,200
2025-10-02,WCHV,730,156,15600
2025-10-02,WCHV,731,88,8800
2025-10-02,WCHV,732,122,12200
2025-10-02,WCHV,733,98,9800
2025-10-02,WCHV,734,38,3800
2025-10-02,WCHV,735,14,1400
2025-10-02,WCHV,736,18,1800
2025-10-02,WCHV,737,40,4000
2025-10-02,WCHV,738,50,5000
2025-10-02,WCHV,739,60,6000
2025-10-02,WCHV,740,68,6800
2025-10-02,WCHV,741,94,9400
2025-10-02,WCHV,742,82,8200
2025-10-02,WCHV,743,36,3600
2025-10-02,WCHV,744,56,5600
2025-10-02,WCHV,745,28,2800
2025-10-02,WCHV,746,22,2200
2025-10-02,WCHV,747,36,3600
2025-10-02,WCHV,748,4,400
2025-10-02,WCHV,749,1146,114600
2025-10-02,WCHV,750,22,2200
2025-10-02,WCHV,751,22,2200
2025-10-02,WCHV,752,28,2800
2025-10-02,WCHV,753,12,1200
2025-10-02,WCHV,754,18,1800
2025-10-02,WCHV,755,34,3400
2025-10-02,WCHV,756,16,1600
2025-10-02,WCHV,757,38,3800
2025-10-02,WCHV,758,14,1400
2025-10-02,WCHV,759,14,1400
2025-10-02,WCHV,760,30,3000
2025-10-02,WCHV,761,24,2400
2025-10-02,WCHV,762,18,1800
2025-10-02,WCHV,763,12,1200
2025-10-02,WCHV,764,58,5800
2025-10-02,WCHV,765,22,2200
2025-10-02,WCHV,766,70,7000
2025-10-02,WCHV,767,28,2800
2025-10-02,WCHV,768,26,2600
2025-10-02,WCHV,769,12,1200
2025-10-02,WCHV,770,14,1400
2025-10-02,WCHV,772,28,2800
2025-10-02,WCHV,774,50,5000
2025-10-02,WCHV,775,18,1800
2025-10-02,WCHV,776,20,2000
2025-10-02,WCHV,777,8,800
2025-10-02,WCHV,778,26,2600
2025-10-02,WCHV,779,44,4400
2025-10-02,WCHV,780,6,600
2025-10-02,WCHV,781,38,3800
2025-10-02,WCHV,782,56,5600
2025-10-02,WCHV,783,10,1000
2025-10-02,WCHV,784,24,2400
2025-10-02,WCHV,785,6,600
2025-10-02,WCHV,786,12,1200
2025-10-02,WCHV,787,2,200
2025-10-02,WCHV,788,20,2000
2025-10-02,WCHV,789,26,2600
2025-10-02,WCHV,790,20,2000
2025-10-02,WCHV,791,54,5400
2025-10-02,WCHV,792,36,3600
2025-10-02,WCHV,794,8,800
2025-10-02,WCHV,795,54,5400
2025-10-02,WCHV,796,6,600
2025-10-02,WCHV,797,12,1200
2025-10-02,WCHV,798,10,1000
2025-10-02,WCHV,799,18,1800
2025-10-02,WCHV,800,16,1600
2025-10-02,WCHV,801,60,6000
2025-10-02,WCHV,802,28,2800
2025-10-02,WCHV,803,58,5800
2025-10-02,WCHV,804,4,400
2025-10-02,WCHV,805,20,2000
2025-10-02,WCHV,806,8,800
2025-10-02,WCHV,807,50,5000
2025-10-02,WCHV,808,36,3600
2025-10-02,WCHV,809,20,2000
2025-10-02,WCHV,810,4,400
2025-10-02,WCHV,811,48,4800
2025-10-02,WCHV,812,12,1200
2025-10-02,WCHV,813,6,600
2025-10-02,WCHV,814,30,3000
2025-10-02,WCHV,815,8,800
2025-10-02,WCHV,816,22,2200
2025-10-02,WCHV,817,8,800
2025-10-02,WCHV,818,8,800
2025-10-02,WCHV,819,4,400
2025-10-02,WCHV,820,8,800
2025-10-02,WCHV,821,26,2600
2025-10-02,WCHV,822,60,6000
2025-10-02,WCHV,823,24,2400
2025-10-02,WCHV,824,26,2600
2025-10-02,WCHV,825,22,2200
2025-10-02,WCHV,826,8,800
2025-10-02,WCHV,827,10,1000
2025-10-02,WCHV,828,32,3200
2025-10-02,WCHV,829,1532,153200
2025-10-02,WCHV,830,28,2800
2025-10-02,WCHV,831,12,1200
2025-10-02,WCHV,832,6,600
2025-10-02,WCHV,833,22,2200
2025-10-02,WCHV,834,40,4000
2025-10-02,WCHV,835,4,400
2025-10-02,WCHV,836,12,1200
2025-10-02,WCHV,837,12,1200
2025-10-02,WCHV,839,4,400
2025-10-02,WCHV,840,8,800
2025-10-02,WCHV,841,4,400
2025-10-02,WCHV,842,4,400
2025-10-02,WCHV,843,16,1600
2025-10-02,WCHV,844,30,3000
2025-10-02,WCHV,845,10,1000
2025-10-02,WCHV,846,120,12000
2025-10-02,WCHV,847,28,2800
2025-10-02,WCHV,848,26,2600
2025-10-02,WCHV,849,34,3400
2025-10-02,WCHV,850,22,2200
2025-10-02,WCHV,851,44,4400
2025-10-02,WCHV,852,90,9000
2025-10-02,WCHV,853,94,9400
2025-10-02,WCHV,854,14,1400
2025-10-02,WCHV,855,38,3800
2025-10-02,WCHV,856,76,7600
2025-10-02,WCHV,857,16,1600
2025-10-02,WCHV,858,18,1800
2025-10-02,WCHV,859,14,1400
2025-10-02,WCHV,860,12,1200
2025-10-02,WCHV,861,36,3600
2025-10-02,WCHV,862,6,600
2025-10-02,WCHV,863,16,1600
2025-10-02,WCHV,864,20,2000
2025-10-02,WCHV,866,14,1400
2025-10-02,WCHV,867,80,8000
2025-10-02,WCHV,868,42,4200
2025-10-02,WCHV,869,28,2800
2025-10-02,WCHV,870,20,2000
2025-10-02,WCHV,871,4,400
2025-10-02,WCHV,872,94,9400
2025-10-02,WCHV,873,30,3000
2025-10-02,WCHV,874,38,3800
2025-10-02,WCHV,875,10,1000
2025-10-02,WCHV,876,8,800
2025-10-02,WCHV,877,12,1200
2025-10-02,WCHV,878,16,1600
2025-10-02,WCHV,879,14,1400
2025-10-02,WCHV,880,178,17800
2025-10-02,WCHV,881,46,4600
2025-10-02,WCHV,882,74,7400
2025-10-02,WCHV,883,26,2600
2025-10-02,WCHV,884,62,6200
2025-10-02,WCHV,885,52,5200
2025-10-02,WCHV,886,26,2600
2025-10-02,WCHV,887,58,5800
2025-10-02,WCHV,888,18,1800
2025-10-02,WCHV,889,26,2600
2025-10-02,WCHV,890,18,1800
2025-10-02,WCHV,891,10,1000
2025-10-02,WCHV,892,10,1000
2025-10-02,WCHV,893,36,3600
2025-10-02,WCHV,894,66,6600
2025-10-02,WCHV,895,22,2200
2025-10-02,WCHV,896,32,3200
2025-10-02,WCHV,897,66,6600
2025-10-02,WCHV,898,58,5800
2025-10-02,WCHV,899,52,5200
2025-10-02,WCHV,900,32,3200
2025-10-02,WCHV,901,32,3200
2025-10-02,WCHV,902,32,3200
2025-10-02,WCHV,903,52,5200
2025-10-02,WCHV,904,20,2000
2025-10-02,WCHV,905,24,2400
2025-10-02,WCHV,906,38,3800
2025-10-02,WCHV,907,54,5400
2025-10-02,WCHV,908,70,7000
2025-10-02,WCHV,909,6,600
2025-10-02,WCHV,910,12,1200
2025-10-02,WCHV,911,44,4400
2025-10-02,WCHV,912,18,1800
2025-10-02,WCHV,913,10,1000
2025-10-02,WCHV,914,38,3800
2025-10-02,WCHV,915,36,3600
2025-10-02,WCHV,916,62,6200
2025-10-02,WCHV,917,24,2400
2025-10-02,WCHV,918,54,5400
2025-10-02,WCHV,919,28,2800
2025-10-02,WCHV,920,6,600
2025-10-02,WCHV,921,24,2400
2025-10-02,WCHV,922,16,1600
2025-10-02,WCHV,923,44,4400
2025-10-02,WCHV,924,14,1400
2025-10-02,WCHV,925,34,3400
2025-10-02,WCHV,926,6,600
2025-10-02,WCHV,927,24,2400
2025-10-02,WCHV,928,62,6200
2025-10-02,WCHV,929,28,2800
2025-10-02,WCHV,930,120,12000
2025-10-02,WCHV,931,60,6000
2025-10-02,WCHV,932,122,12200
2025-10-02,WCHV,933,24,2400
2025-10-02,WCHV,934,10,1000
2025-10-02,WCHV,935,114,11400
2025-10-02,WCHV,936,78,7800
2025-10-02,WCHV,937,12,1200
2025-10-02,WCHV,938,52,5200
2025-10-02,WCHV,939,176,17600
2025-10-02,WCHV,940,94,9400
2025-10-02,WCHV,941,36,3600
2025-10-02,WCHV,942,10,1000
2025-10-02,WCHV,943,36,3600
2025-10-02,WCHV,944,6,600
2025-10-02,WCHV,945,14,1400
2025-10-02,WCHV,946,38,3800
2025-10-02,WCHV,947,34,3400
2025-10-02,WCHV,948,52,5200
2025-10-02,WCHV,949,14,1400
2025-10-02,WCHV,950,180,18000
2025-10-02,WCHV,951,134,13400
2025-10-02,WCHV,952,86,8600
2025-10-02,WCHV,953,20,2000
2025-10-02,WCHV,954,66,6600
2025-10-02,WCHV,955,130,13000
2025-10-02,WCHV,956,94,9400
2025-10-02,WCHV,957,108,10800
2025-10-02,WCHV,958,158,15800
2025-10-02,WCHV,959,320,32000
2025-10-03,ETMM,568,4,400
2025-10-03,ETMM,570,4,400
2025-10-03,ETMM,575,2,200
2025-10-03,ETMM,584,2,200
2025-10-03,ETMM,586,2,200
2025-10-03,ETMM,590,2,200
2025-10-03,ETMM,591,2,200
2025-10-03,ETMM,599,2,200
2025-10-03,ETMM,601,2,200
2025-10-03,ETMM,604,2,200
2025-10-03,ETMM,608,1,100
2025-10-03,ETMM,609,1,100
2025-10-03,ETMM,611,1,100
2025-10-03,ETMM,613,1,100
2025-10-03,ETMM,614,1,100
2025-10-03,ETMM,617,2,200
2025-10-03,ETMM,619,1,100
2025-10-03,ETMM,643,1,100
2025-10-03,ETMM,645,1,100
2025-10-03,ETMM,648,2,200
2025-10-03,ETMM,656,1,100
2025-10-03,ETMM,662,1,100
2025-10-03,ETMM,664,2,200
2025-10-03,ETMM,670,2,200
2025-10-03,ETMM,672,2,200
2025-10-03,ETMM,682,1,100
2025-10-03,ETMM,683,1,100
2025-10-03,ETMM,705,2,200
2025-10-03,ETMM,732,2,200
2025-10-03,ETMM,751,1,100
2025-10-03,ETMM,757,1,100
2025-10-03,ETMM,823,4,400
2025-10-03,ETMM,826,1,100
2025-10-03,ETMM,827,1,100
2025-10-03,ETMM,841,2,200
2025-10-03,ETMM,857,1,100
2025-10-03,ETMM,860,1,100
2025-10-03,ETMM,901,1,100
2025-10-03,ETMM,909,1,100
2025-10-03,ETMM,929,1,100
2025-10-03,ETMM,953,1,100
2025-10-03,IMCC,569,4,400
2025-10-03,IMCC,585,2,200
2025-10-03,IMCC,587,2,200
2025-10-03,IMCC,591,2,200
2025-10-03,IMCC,608,2,200
2025-10-03,IMCC,617,2,200
2025-10-03,IMCC,706,2,200
2025-10-03,IMCC,731,2,200
2025-10-03,IMCC,823,2,200
2025-10-03,IMCC,827,2,200
2025-10-03,IMCC,846,2,200
2025-10-03,JPMS,574,26,2600
2025-10-03,JPMS,575,54,5400
2025-10-03,JPMS,576,24,2400
2025-10-03,JPMS,577,12,1200
2025-10-03,JPMS,578,16,1600
2025-10-03,JPMS,579,25,2500
2025-10-03,JPMS,580,12,1200
2025-10-03,JPMS,581,30,3000
2025-10-03,JPMS,582,31,3100
2025-10-03,JPMS,583,11,1100
2025-10-03,JPMS,584,18,1800
2025-10-03,JPMS,585,47,4700
2025-10-03,JPMS,586,40,4000
2025-10-03,JPMS,587,63,6300
2025-10-03,JPMS,588,22,2200
2025-10-03,JPMS,589,14,1400
2025-10-03,JPMS,590,10,1000
2025-10-03,JPMS,591,53,5300
